session_id,x_m,y_m,zone_id,zone_name,n_visible,rssi_A1,rssi_A2,rssi_A3
0,7.789099865686173,1.9053694542621087,1,Z0_1,2,-78.61686142356025,-67.19239761999151,-105.0
0,7.954192658909298,1.7277360263404384,1,Z0_1,2,-105.0,-71.05623682351205,-71.1145883276348
0,8.368525338378202,1.6882755140544794,2,Z0_2,3,-78.13923883044868,-69.05083301185553,-74.80879748403146
0,8.36365349818519,1.2539524870251924,2,Z0_2,3,-81.73817130101004,-70.94063536767234,-77.45531578380434
0,8.665236554851832,1.2211851775889964,2,Z0_2,2,-75.4552649878847,-105.0,-72.66959703119254
0,8.682893890697203,1.4627463703656596,2,Z0_2,2,-78.22737625936584,-105.0,-68.80745069878067
0,8.536549690513503,1.753675668969311,2,Z0_2,3,-77.39851917125026,-64.42385160244632,-78.02761512405894
0,8.483605747776895,1.315989591152552,2,Z0_2,3,-78.52173715296551,-73.16505800717204,-80.83825856460129
0,8.667297100609026,1.9564963080765927,2,Z0_2,3,-82.05060397493884,-68.94006126355697,-74.61360022363287
0,8.710773708055688,1.5688807009535828,2,Z0_2,3,-78.94355645516582,-71.32410225170457,-76.94473090282023
0,8.757927560310202,1.3201522827355656,2,Z0_2,2,-105.0,-65.7554502658197,-76.4472632453271
0,8.68933594663668,1.5294691136286251,2,Z0_2,3,-73.79208679350015,-66.08913979741155,-78.55990616942825
0,9.16369692178119,1.8765269175629835,2,Z0_2,3,-79.42673336200711,-66.54329178066206,-75.69588053324789
0,9.181348163918434,1.5561263165316934,2,Z0_2,3,-80.21991379911854,-70.41169645167737,-75.60953158868384
0,9.17521572933555,1.8008364654612985,2,Z0_2,3,-80.12397512412645,-61.68797751918593,-74.5168591030163
0,8.999609181952328,1.8447357813351284,2,Z0_2,3,-76.43652342533301,-67.29815536542262,-75.86287656825034
0,8.928716091965185,2.8129833340095325,2,Z0_2,3,-77.1133314312898,-70.77134063280148,-77.62575076405467
0,8.863484742823525,3.278514537620202,2,Z0_2,3,-77.26239338990254,-76.75601783597762,-72.86417745079952
0,8.65716091514305,3.5694041951010913,2,Z0_2,3,-77.1864915598875,-75.65176209511627,-68.59537741813755
0,9.114008070741955,3.5926919971148084,2,Z0_2,3,-78.76441326724748,-69.3204378719344,-76.20373499185794
0,9.213990495432984,3.8368383889169673,2,Z0_2,2,-105.0,-66.11299245506095,-75.62152728253312
0,9.696886554476682,3.92251778717362,2,Z0_2,3,-77.65166461394038,-68.45058371964654,-67.02459721602344
0,9.301116611381,3.9333058316079232,2,Z0_2,3,-75.85445686148547,-75.47050177788111,-77.13786493624004
0,9.328744029313855,4.142029243218687,5,Z1_2,2,-86.81871903129115,-70.96576396055224,-105.0
0,9.262506533405029,3.805853386424555,2,Z0_2,3,-77.41745699856307,-69.72041683937452,-71.91917545364316
0,9.22313241618257,3.5079701119977664,2,Z0_2,3,-80.35324001912534,-70.0809467978817,-71.40301024592291
0,9.339770804197741,3.4401436679822486,2,Z0_2,3,-77.40949934866876,-70.19521503904271,-73.55432181666603
0,9.125129393154682,3.4493563338256594,2,Z0_2,3,-81.94398487414585,-71.5454398239044,-78.28868363895697
0,9.64720637627128,3.3111381822879555,2,Z0_2,2,-105.0,-71.53328208509744,-73.30492672039063
0,9.243816352433925,3.2041629411589865,2,Z0_2,2,-81.44753130254821,-67.61586732406894,-105.0
0,9.559537737347487,3.0564771594744133,2,Z0_2,3,-76.58032997945081,-68.79026537676455,-71.61263438080185
0,9.767235790252862,2.7134152729876915,2,Z0_2,3,-79.44147291383305,-62.90913991368496,-78.17751992892612
0,9.333898909657922,2.5544585236567947,2,Z0_2,3,-85.64098851561455,-70.22104929626101,-76.76212347464063
0,9.718669754903017,2.5137507000217623,2,Z0_2,3,-80.68487621134899,-64.98628814738154,-73.98241894244914
0,9.719303661139243,3.123518072681345,2,Z0_2,2,-105.0,-63.3776037578572,-74.78875399221866
0,9.412333797034998,3.0383643537627685,2,Z0_2,3,-77.62396571125169,-64.81354180647895,-73.70494107556432
0,9.505888509581514,2.5052237453412562,2,Z0_2,3,-80.6079633248049,-72.15572181723151,-80.11505680281171
0,9.209435625797349,2.8008741945479927,2,Z0_2,3,-72.0781760274468,-66.59996233083221,-76.58603326730683
0,9.569383373098923,2.7922641293658876,2,Z0_2,2,-77.35699986656371,-65.8958853250653,-105.0
0,9.480613807527467,2.575842562997911,2,Z0_2,3,-80.16159688517214,-62.27403548099598,-76.83742636441657
0,9.637085609694457,2.889665515253494,2,Z0_2,3,-82.64681262769705,-68.42705771023252,-73.91091685710116
0,9.39765957920441,2.461008937743077,2,Z0_2,3,-84.53334038665757,-68.87383988297009,-74.83547747501052
0,9.417998403266404,2.7101553335487663,2,Z0_2,3,-77.42725072472909,-65.09247729280581,-74.10681263550221
0,9.037290081432946,2.6348025755130284,2,Z0_2,2,-82.20286712905863,-105.0,-77.63267884149587
0,8.960736553689975,3.074821031915025,2,Z0_2,3,-76.91669939809843,-69.68198232904317,-76.1753827025289
0,8.986940134897413,3.3348515532662493,2,Z0_2,2,-78.67458682636172,-74.12140890326168,-105.0
0,9.095947938317426,3.219216787239716,2,Z0_2,3,-80.20933603318606,-72.46821484325326,-72.01503112357047
0,9.25705955316739,2.746979355985726,2,Z0_2,3,-78.63224903157786,-62.16671973061939,-79.99141591476051
0,9.338319681942753,3.1211453279678096,2,Z0_2,3,-84.88816702319914,-66.9243604699084,-76.33208742023099
0,9.064612330176447,3.16595526436143,2,Z0_2,3,-84.3343626578425,-67.57401484392663,-77.30347553900619
0,8.983952439745709,2.687691799335378,2,Z0_2,3,-76.91616789876232,-67.51122674472556,-76.674585550948
0,8.921985846332847,2.384805428675371,2,Z0_2,3,-80.51849817011869,-68.9787510597907,-71.13454244349224
0,9.176918641593547,2.6942785021304374,2,Z0_2,2,-105.0,-68.64329346492227,-75.88404567655915
0,9.027478079611615,3.114198175299926,2,Z0_2,2,-73.06306631958246,-68.62877470430772,-105.0
0,8.550399870830157,2.9411310147492045,2,Z0_2,3,-78.12792262749238,-71.05951340909503,-68.43115838576767
0,8.232339897209279,2.8542262899627264,2,Z0_2,2,-105.0,-66.86017741837212,-74.77496604112365
0,8.54810580334289,2.8460675129942143,2,Z0_2,3,-83.70692851648505,-74.56140837254712,-72.6856965925557
0,8.476718320939241,3.06438449188839,2,Z0_2,3,-76.06520064960438,-69.24320000028497,-66.53631344789281
0,8.558395907659321,3.4768930120132056,2,Z0_2,3,-75.05757435322447,-72.47319795545062,-74.36185759163814
0,8.165918534880012,3.5083007344001853,2,Z0_2,3,-79.10541072162746,-68.8604098424958,-79.2573249120698
0,8.069554690443132,3.766785122815593,2,Z0_2,3,-78.97075576552679,-68.97831619851729,-72.58759598649186
0,7.9784972020509874,3.4726400187430153,1,Z0_1,2,-78.79236005236152,-105.0,-72.3915986759469
0,7.957428200614672,3.701050926332602,1,Z0_1,3,-82.89496820519207,-70.3503734582284,-72.89808701777872
0,7.807764331624339,3.9587622821430752,1,Z0_1,3,-73.76912486931855,-72.2045896844588,-68.7706040025632
0,8.163591764717884,4.013636164029488,5,Z1_2,3,-79.15434415047362,-71.73612295545749,-70.99439449793631
0,8.263766304483035,4.482408673355682,5,Z1_2,3,-81.99578563579212,-78.79776941786147,-70.35513673222317
0,8.226594634824465,4.743095611197195,5,Z1_2,2,-78.9975683044477,-105.0,-73.06966783640894
0,8.312096567254192,5.157058252146985,5,Z1_2,3,-78.01921150590726,-70.53299276645903,-67.45172825212515
0,8.133735454282775,4.815420359888041,5,Z1_2,2,-80.643407881357,-77.771125645145,-105.0
0,8.484940772342958,4.835700087577819,5,Z1_2,2,-105.0,-72.36210185826378,-70.21258526184086
0,8.664696889007422,5.275121420429159,5,Z1_2,3,-79.71856541944466,-73.38197434643077,-69.90344519577211
0,8.539665335115107,5.676243601883913,5,Z1_2,2,-78.6827661495227,-80.26527779091482,-105.0
0,8.893556655805252,5.591739069086998,5,Z1_2,3,-83.38348220426286,-73.44209190274617,-69.02921191151516
0,8.861645996104162,5.963462188568051,5,Z1_2,2,-80.91019136481957,-76.85428653389401,-105.0
0,8.821446738091241,5.637872627465886,5,Z1_2,2,-79.27207570573846,-78.02979334818176,-105.0
0,8.959781293194188,5.451688112141635,5,Z1_2,3,-80.03262812756545,-74.08559300097546,-70.87610053151087
0,9.465925113374546,5.338910035652464,5,Z1_2,3,-81.66244982622197,-75.84375436371927,-74.54682410358807
0,9.306431134780993,5.342467683350927,5,Z1_2,3,-75.12029427465107,-73.98649780224001,-71.10373875186373
0,9.585704681785847,5.439367470378513,5,Z1_2,3,-81.76045414844512,-75.1721157576072,-69.30356924827858
0,9.278201271529461,5.245670777107971,5,Z1_2,2,-78.31045914893416,-105.0,-75.8739632769596
0,9.711304457296258,5.1114532604708804,5,Z1_2,2,-81.8633891273801,-74.71021134099844,-105.0
0,9.760999341873312,5.148396957141098,5,Z1_2,3,-83.98256362896063,-72.13481657287065,-68.9586123459871
0,9.70522645312379,5.457558094415625,5,Z1_2,3,-80.6718308936062,-74.60233044991344,-69.12938861050961
0,9.55865420423066,6.088902744915749,5,Z1_2,3,-83.21436665060433,-73.72327019652583,-69.76484325659759
0,9.890501867907393,6.124872105986284,5,Z1_2,2,-80.00557727946345,-105.0,-71.98878539966982
0,10.055241267667725,6.5058341141772,5,Z1_2,2,-79.78603025674971,-78.88933182802873,-105.0
0,10.454317938567106,6.6258647400031325,5,Z1_2,2,-105.0,-76.61599377019775,-72.29924783265801
0,9.931971597826564,6.671041600097231,5,Z1_2,3,-80.10628571479388,-79.2343733907227,-74.25105567219552
0,10.32277521551469,6.832729039947092,5,Z1_2,2,-81.51498544745587,-105.0,-73.32310844175893
0,10.248556006114947,6.575164815665836,5,Z1_2,2,-81.63059613526822,-105.0,-73.1873860063108
0,10.0090239276552,6.533931128445363,5,Z1_2,3,-85.78282656865854,-74.16609135272107,-70.9408738364634
0,10.046462572825826,6.947129276821502,5,Z1_2,2,-85.97128948518672,-75.16290096273359,-105.0
0,10.177943359976416,7.286155858658484,5,Z1_2,2,-105.0,-74.34501162373253,-72.32000059636728
0,9.755014666339049,7.244708552074898,5,Z1_2,3,-79.79273318225911,-76.67849229545592,-70.64107173332607
0,9.2815333576479,7.388939031193522,5,Z1_2,3,-82.93152681023487,-82.01841025990919,-73.55546410769992
0,9.59785016088384,7.45090922774177,5,Z1_2,2,-80.6703165058344,-76.0840437204119,-105.0
0,9.60145615356362,7.800445930519335,5,Z1_2,3,-78.74358871041794,-73.95081144762128,-70.86453546522746
0,9.601316888419284,8.0,5,Z1_2,3,-83.66159643969539,-75.36214218060348,-69.5647796755681
0,9.175084542616519,7.914079398142443,5,Z1_2,2,-105.0,-76.16809975538737,-73.28588194719248
0,9.18604931807392,8.0,5,Z1_2,3,-85.84145445387072,-73.48659946480785,-70.07088628482245
0,8.981454336219665,7.954352885577528,5,Z1_2,3,-78.14753603316323,-79.84916773528512,-70.08417382729202
0,8.62371871823758,7.934664315707137,5,Z1_2,3,-84.63169990467021,-78.7208217104114,-73.5653207404836
0,8.21506020973049,8.0,5,Z1_2,2,-80.3189774112623,-105.0,-66.18684224945758
0,8.075249243750605,8.0,5,Z1_2,3,-78.9951060079919,-79.19094476788108,-68.76130007409313
0,8.5478785393155,8.0,5,Z1_2,3,-79.79336351979741,-75.22411936908338,-64.89449463535954
0,8.59984459665015,7.540266232545296,5,Z1_2,3,-78.92321230521112,-81.61412881997491,-70.71461010936038
0,8.484619712522473,7.866222512838261,5,Z1_2,3,-80.84274119243759,-77.77243792550205,-64.8426630494814
0,8.529651440326855,7.516533367856825,5,Z1_2,3,-83.20918304712004,-78.25732369896568,-68.61500488538032
0,8.669906344565842,7.4271126326588774,5,Z1_2,3,-81.79567665305615,-79.42383875535039,-64.35850754952901
0,9.023629128207999,7.418232987887627,5,Z1_2,3,-81.24766282851799,-72.03953115960819,-76.62099840821787
0,9.070937848010747,7.02980839659957,5,Z1_2,2,-105.0,-73.54160314717356,-69.1682391811168
0,9.490719531910747,7.0408697088574375,5,Z1_2,3,-81.38942335524068,-72.05459732967208,-78.29740023643538
0,9.339986967133441,6.5923539056263545,5,Z1_2,3,-83.62200322707301,-68.47821835541407,-65.18779728241935
0,8.799173925810916,6.580665886985502,5,Z1_2,3,-83.5937131220325,-76.37221569111853,-73.74130026287555
0,9.017125027395211,6.666134459999058,5,Z1_2,2,-83.22446017399606,-105.0,-69.64111054049657
0,9.078421565442671,7.0020356702546165,5,Z1_2,3,-76.46567521661325,-73.56619596747221,-70.5131824788252
0,8.635768254326956,7.150527548928002,5,Z1_2,2,-83.98648761101745,-80.98205527016847,-105.0
0,8.918347008154505,7.079293842486731,5,Z1_2,2,-83.62216430566737,-69.92952151492105,-105.0
0,9.003176174662585,6.941492914801945,5,Z1_2,3,-86.4008068218678,-83.28628870564357,-73.09466754001221
0,9.044274432352672,6.669748797373461,5,Z1_2,2,-105.0,-74.54361333138311,-67.50639361148097
0,8.931997589125572,6.201335964183634,5,Z1_2,3,-80.23558386970608,-74.47461551875688,-71.99711133704275
0,9.437185601137822,6.329034047403438,5,Z1_2,2,-83.98399333922823,-70.32965320894552,-105.0
0,9.420029150116187,5.823095723872877,5,Z1_2,3,-77.81058977298608,-69.9697594620567,-73.6740401249239
0,9.497478620502724,5.469241897688535,5,Z1_2,3,-75.3921252284099,-75.26339547522603,-68.80187434203584
0,9.48592873257283,5.0356361862039565,5,Z1_2,2,-78.4191795393589,-105.0,-70.46776717842673
0,9.523233964416248,4.623276117278135,5,Z1_2,3,-80.1968266916324,-73.83365333588365,-67.96421169843148
0,9.671823704929718,4.7028599828001125,5,Z1_2,2,-105.0,-71.33466758339058,-76.98453088220235
0,9.592259239963123,3.964302754471809,2,Z0_2,2,-86.34079717745345,-105.0,-71.5310245357106
0,10.065549433373393,3.686503326398952,2,Z0_2,3,-81.50736238440754,-72.52773012957395,-72.42033000124889
0,10.045255239005856,4.074107763361213,5,Z1_2,3,-85.01860649556868,-66.59848944590323,-76.64450098590393
0,10.06813224189875,3.820854390653714,2,Z0_2,3,-79.62784765800656,-74.1698777168319,-75.0552921509429
0,10.095141785318479,4.212051548866389,5,Z1_2,2,-105.0,-69.1083817881638,-72.31550949273434
0,10.137921425143192,3.905950651805279,2,Z0_2,3,-82.17901558733487,-72.69248082688789,-67.76129166759779
0,10.112633280511409,4.3121779389967285,5,Z1_2,2,-84.58059228064822,-69.71576299760966,-105.0
0,10.071599283176898,3.9367816711919503,2,Z0_2,3,-81.67859974192508,-66.99928944577306,-79.75720471653128
0,10.554462389861841,4.061345167209137,5,Z1_2,2,-78.15263495142062,-105.0,-72.66101460050217
0,10.590915838765168,3.7669526945914527,2,Z0_2,3,-80.45106801714103,-67.9536426373999,-71.0649936092182
0,10.41570598149247,3.426371000414684,2,Z0_2,2,-76.98563951187157,-105.0,-74.58747973795937
0,10.329051721931645,3.452185297810903,2,Z0_2,2,-105.0,-69.65701399668875,-73.37119842986607
0,10.730371703039363,3.4103004234183993,2,Z0_2,3,-74.33414064815967,-72.16876752167383,-72.23761308549363
0,10.477485603721655,3.413102642120987,2,Z0_2,3,-81.43900330567261,-68.26378814793675,-74.51955343038291
0,10.209928309960153,3.505217716760466,2,Z0_2,3,-78.59066563018968,-65.99107111541095,-76.05107537461126
0,10.201583431637493,3.8112189463074952,2,Z0_2,3,-89.49813721105524,-72.98822447565969,-71.52568596927549
0,10.345453979873417,4.146816180302028,5,Z1_2,2,-105.0,-63.17817229702986,-70.19985992637699
0,10.33493156644833,3.7572917658016807,2,Z0_2,3,-76.34050522159156,-69.30340071134992,-68.23788323248507
0,10.431227623773275,3.3348306606499083,2,Z0_2,3,-83.28594373021491,-65.99790125645875,-72.74800728283667
0,10.254465412479336,3.695779196594617,2,Z0_2,2,-105.0,-68.86738287665789,-81.87064430739738
0,10.45875162118738,3.6567114363346973,2,Z0_2,2,-105.0,-67.17991816919368,-73.72397595677205
0,10.5465574790782,3.1694111346461433,2,Z0_2,3,-79.81206567500371,-66.06757508062077,-77.88043250088641
0,10.861196004916835,3.059012271108977,2,Z0_2,3,-80.10192061020452,-69.372414029902,-74.3856569431905
0,10.544224999478494,3.0378388908545375,2,Z0_2,3,-79.27110663646565,-72.35649617624954,-76.2947786798747
0,10.249037837442714,3.127399415185972,2,Z0_2,2,-105.0,-71.82066147022469,-75.08020849390591
0,10.472236445758314,2.8524318132229145,2,Z0_2,3,-81.36363253009989,-65.82831430807502,-77.54977405257205
0,10.258767079010628,2.56415997127214,2,Z0_2,3,-78.73252248001168,-63.31382131917912,-73.409710992698
0,10.440032309569293,2.471133502545135,2,Z0_2,3,-76.01494455857421,-64.11742356997739,-74.12963159959969
0,10.416366427104103,1.943059691788788,2,Z0_2,2,-82.8828321610457,-58.33534115034375,-105.0
0,10.278775068243949,1.5302225809768402,2,Z0_2,2,-82.48619982580045,-105.0,-75.08876747816879
0,9.847117557498391,1.415539372760096,2,Z0_2,3,-82.66083053654778,-62.847207253698265,-80.7793567804248
0,9.825123977971758,1.7996902413137763,2,Z0_2,2,-79.88374051426526,-66.71928011606866,-105.0
0,9.509696635951917,1.9186524418425406,2,Z0_2,3,-79.97253929119326,-62.70001310206133,-78.50415225324348
0,9.761197143179473,1.8730996573421974,2,Z0_2,2,-83.94293229574652,-105.0,-77.19545643240056
0,10.143282107811933,1.8969597364350417,2,Z0_2,3,-75.4566968792187,-64.26086100372204,-77.15598901772081
0,10.62909421739866,1.9477676469549483,2,Z0_2,3,-80.09914951199727,-59.82124868685323,-78.53975707286754
0,10.986954088010163,1.8799604941055983,2,Z0_2,3,-79.4280841509191,-49.036505811999966,-83.12214199541116
0,11.06313956541441,1.6475111517564762,2,Z0_2,2,-80.502611733309,-51.49649212304867,-105.0
0,10.941151990930258,1.9144341635959425,2,Z0_2,2,-105.0,-58.21621154093839,-76.86594863831844
0,11.270773804817804,1.7673226401574536,2,Z0_2,3,-79.77271356849299,-64.2725009675823,-76.21285531219988
0,11.387727619547192,1.3994571232560644,2,Z0_2,3,-83.45292705351922,-54.923225390767364,-74.77225886721665
0,11.426575039632347,0.8734755524865179,2,Z0_2,3,-79.14443082566808,-51.99147531791861,-71.92468513820097
0,11.895714003661489,0.8038543473285279,2,Z0_2,2,-81.1492709424195,-58.16548923930212,-105.0
0,11.590716071003673,0.7811124060641395,2,Z0_2,3,-86.39555003858251,-51.619381980510646,-78.1977694052316
0,11.488175058225883,0.37733127142842554,2,Z0_2,2,-105.0,-58.68106618280724,-77.63960412731213
0,11.084693924404027,0.22007844642818145,2,Z0_2,3,-85.25491470213672,-58.27675837830655,-83.16597567454512
0,10.910922464890314,0.0,2,Z0_2,3,-84.34675789188276,-60.51796089480343,-79.07995400159707
0,11.286903250570864,0.10249216931253993,2,Z0_2,2,-81.79835025546095,-60.17452888659864,-105.0
0,10.949562921598634,0.044124133631921796,2,Z0_2,3,-82.58085744991769,-56.76324166043343,-83.50399538568074
0,11.412298397762877,0.053884532881465816,2,Z0_2,2,-84.24689722544446,-105.0,-79.56504986586218
0,11.390860886792366,0.0,2,Z0_2,3,-82.95990824657754,-56.93530641447247,-83.92180143109039
0,11.188600253289833,0.05065831541902538,2,Z0_2,3,-85.15522563373445,-56.674532074631074,-81.9632997007027
0,11.627885834922129,0.0,2,Z0_2,3,-83.48077934043059,-62.556827731641654,-81.67093238750694
0,11.174814131728894,0.007041912732728889,2,Z0_2,3,-84.73946564665293,-61.411119982050224,-81.5590502472865
0,11.053142289890253,0.44125460864649213,2,Z0_2,3,-83.81863522313316,-45.053020303512056,-80.5503321395073
0,11.432833876963864,0.3065743537685356,2,Z0_2,3,-80.79390767536322,-60.43815201731806,-75.19494462847014
0,11.33449227909796,0.7253504669285228,2,Z0_2,3,-77.6790830150332,-49.049830660916015,-83.9215405728326
0,11.361876518928806,1.0452740084438492,2,Z0_2,2,-86.89622184219344,-105.0,-79.86543267719196
0,11.707905890694109,1.0895194689408203,2,Z0_2,2,-82.5671141701046,-105.0,-78.8462679790543
0,12.0,0.8942379159359954,2,Z0_2,2,-87.83258228558832,-58.23172819060956,-105.0
0,12.0,0.5926361453311482,2,Z0_2,3,-82.69967169942595,-66.05652814124261,-77.44705776690247
0,12.0,0.7485177701110568,2,Z0_2,3,-84.54146512307254,-59.972323009016684,-77.38901629156877
0,11.707866163381517,0.757314059744157,2,Z0_2,3,-80.99716306374265,-57.005938354355784,-74.96592689148022
0,11.208128846372064,0.6262843847676131,2,Z0_2,3,-87.31639914309243,-52.2792544196326,-82.49483913747773
0,11.581257048646401,0.5963505939924408,2,Z0_2,3,-79.5304238472546,-54.270852725374446,-81.5168745693671
0,11.64681885476354,0.837889531748817,2,Z0_2,2,-77.36240523239738,-52.05595239003621,-105.0
0,11.609741037817333,1.2114465188128063,2,Z0_2,2,-78.95159920901833,-105.0,-80.78890105086082
0,11.79063249202561,1.703979413159837,2,Z0_2,3,-86.62557522873267,-57.369762601938554,-74.41745997279982
0,11.467306108823275,1.5976234402163652,2,Z0_2,3,-80.85301061471912,-61.04434623549327,-76.85703687227407
0,11.440664755415757,1.8894640467882047,2,Z0_2,2,-86.09962423308801,-105.0,-79.55589706870725
0,12.0,1.931647317791485,2,Z0_2,3,-90.69626486056333,-58.414143381130415,-87.83512069139456
0,11.853381401753046,1.4722736116198178,2,Z0_2,2,-78.71075117123071,-64.52601700884969,-105.0
0,12.0,1.5455163925961017,2,Z0_2,3,-87.07985722210215,-61.45528187725106,-81.58651141227492
0,11.996670526048307,1.7793229519580929,2,Z0_2,2,-83.96350246578778,-63.65225517536292,-105.0
0,11.816384906406519,2.0541068651513408,2,Z0_2,3,-84.52227288370095,-64.36189146842305,-72.41882497183634
0,12.0,2.075637128145492,2,Z0_2,2,-85.02968849610852,-59.94815250435329,-105.0
0,11.972910637292907,2.4020241189676934,2,Z0_2,3,-84.16760498970285,-62.65119542934414,-77.58409983489105
0,11.599327212911488,2.3713543901850995,2,Z0_2,3,-81.32135921475411,-57.762554331259786,-81.96794452146763
0,11.298194065358219,2.388416898039079,2,Z0_2,3,-83.04814719197623,-62.25772597216681,-78.38114269834038
0,11.571472358505154,2.3077887159706107,2,Z0_2,3,-85.68426778717713,-61.226472907021645,-76.33630343701228
0,11.601856101068911,1.94863471402879,2,Z0_2,3,-83.18896331669937,-53.469719642329025,-79.66184295911893
0,11.111376946307878,2.060902539485164,2,Z0_2,2,-81.4407134897753,-62.950018218494385,-105.0
0,10.760357334745374,2.219924420047342,2,Z0_2,2,-80.36440516344493,-105.0,-79.22008860800766
0,10.331358699358614,2.2329174054639496,2,Z0_2,3,-80.63086213295952,-66.23267531838896,-81.21232484218487
0,10.112183360046604,2.183570584548562,2,Z0_2,3,-78.21316621862202,-63.9335708551465,-76.29430188512731
0,10.012813572335956,2.5630298688043998,2,Z0_2,3,-77.38056929680135,-62.890820246269655,-70.34196085497551
0,10.412605865762893,2.5732555347691415,2,Z0_2,3,-83.92211956302782,-61.65241756284673,-80.18404422986235
0,10.417984408891126,2.981566348334916,2,Z0_2,2,-82.11259156947865,-105.0,-77.88300948768051
0,10.455953166952524,3.300664111815291,2,Z0_2,2,-105.0,-64.32705932536861,-75.87829111758211
0,10.665261750392338,3.1028892055785784,2,Z0_2,3,-81.68033864441277,-66.05200963838764,-80.1024256180977
0,10.355988139765884,3.1415950785181526,2,Z0_2,2,-105.0,-66.21445391423948,-72.75960586765353
0,9.943053691332434,3.1883770568091183,2,Z0_2,3,-79.62519449333153,-65.59612071429302,-74.86482193335212
0,9.862601028309953,2.657562652122044,2,Z0_2,3,-75.3801184869557,-64.9016262072658,-80.95821154284646
0,9.46139488637804,2.7976508381533405,2,Z0_2,3,-82.75648727317807,-69.6235508399808,-74.55666081778828
0,9.16033328027188,2.771729912221832,2,Z0_2,3,-79.08952593793592,-67.63661194391247,-74.25052216045881
0,8.729420681777777,2.778497038028103,2,Z0_2,3,-78.86974175355724,-68.54099767140377,-67.80923761014652
0,8.963205193694993,2.3906931088549555,2,Z0_2,3,-77.99518998888345,-70.02136797138823,-76.30709342944134
0,8.739116678628466,2.3811965777956883,2,Z0_2,3,-79.69750488903598,-60.19727474137975,-73.87658967073604
0,9.085932180648907,1.9629874524516042,2,Z0_2,2,-77.00488913760054,-105.0,-77.53493899149149
0,8.799274334751642,2.0234867900194917,2,Z0_2,2,-105.0,-59.03390335292055,-80.77330938084201
0,8.69151600999127,1.6435214836139551,2,Z0_2,3,-82.1753985044434,-66.34558140646078,-75.95574813883664
0,9.253630350254637,1.6669645952621648,2,Z0_2,2,-105.0,-67.98456604377014,-81.72657197770324
0,9.454722961494689,2.0718628826698557,2,Z0_2,3,-77.2940623299913,-67.82789703639698,-79.14608469887781
0,9.456130169782039,2.4003479660927427,2,Z0_2,2,-81.96719387706855,-67.63595268624074,-105.0
0,9.076695397429313,2.354732346481207,2,Z0_2,2,-77.77872384989797,-105.0,-76.71444284266441
0,9.34005378356337,2.3561221674144583,2,Z0_2,2,-105.0,-66.57882984800254,-77.61096285183605
0,9.698653131638132,2.276717813244573,2,Z0_2,2,-83.06873777671946,-105.0,-75.66516001894563
0,9.2408969987514,2.1480270691909356,2,Z0_2,2,-105.0,-68.86187328267769,-78.98442661052152
0,8.860399676880089,2.270964640955946,2,Z0_2,3,-81.24105566013289,-71.89211497409964,-72.5066640562707
0,8.854929233195161,2.737531849944328,2,Z0_2,3,-82.03109055155119,-68.95528094531065,-72.59757564996849
