session_id,x_m,y_m,zone_id,zone_name,n_visible,rssi_A1,rssi_A2,rssi_A3,rssi_A4,rssi_A5,rssi_A6
0,6.497045164750254,4.4988077273931415,4,Z1_1,5,-75.96087048562255,-105.0,-77.82065147494255,-78.14418701455217,-74.3861306370197,-75.14956937285726
0,6.487618909324999,3.9730348882574784,1,Z0_1,6,-80.89707321457571,-63.14947101209146,-78.98156411020099,-79.82581477183884,-64.19381317939796,-66.45674198117443
0,6.531095516771661,3.5854192811344685,1,Z0_1,5,-76.68737198826945,-72.39781783308277,-75.39817642399453,-77.68352531537077,-70.15110761310817,-105.0
0,6.458939713417376,3.2670687073017994,1,Z0_1,4,-76.26836019954968,-60.73258864050848,-105.0,-75.89155880773586,-73.94593976323524,-105.0
0,6.761787232672381,3.2934404277374516,1,Z0_1,6,-76.27746084209559,-68.30720930186412,-74.3354257333212,-78.14257794177138,-71.25731989853536,-71.09733138499875
0,6.794586781043792,3.1161754491538702,1,Z0_1,4,-105.0,-105.0,-74.78764032040145,-77.7429966723077,-75.31829399888723,-76.67355010963698
0,6.527385598723498,3.0865183538003995,1,Z0_1,5,-75.77220194725058,-68.41541034595073,-71.2842743941864,-80.81144894510132,-105.0,-76.60012917246132
0,6.410184879464016,3.384690369563772,1,Z0_1,6,-71.44516970801644,-65.530194292744,-76.79791563441786,-79.93547514312753,-71.2419580126513,-79.5151406483036
0,6.417388236787274,3.776079398101041,1,Z0_1,5,-71.40864883582863,-75.05200624008077,-76.81116742400518,-74.81899901372354,-75.00864844122664,-105.0
0,6.440828326057144,4.153113722029214,4,Z1_1,5,-79.15801164475589,-70.50733346125138,-75.82047165080532,-105.0,-66.10986310610674,-78.24396478717291
0,6.923724385100843,4.238793120285866,4,Z1_1,6,-74.7210878771364,-68.93967780278308,-67.78072588765801,-77.5518443110102,-75.22152966175943,-69.41715211397201
0,6.4943107560983,4.282756780887565,4,Z1_1,5,-75.16385572916754,-69.63553705504629,-105.0,-83.25367298579249,-68.54330260228545,-76.27995686904421
0,6.547317226658446,4.562289454600577,4,Z1_1,6,-77.55811077368824,-70.65917462348273,-73.17152544958446,-77.39452333855591,-66.1850511067083,-75.31955559310717
0,6.479490782642928,4.287232844573351,4,Z1_1,6,-77.57550950418369,-69.87747662956897,-72.1743069272683,-72.31647545147541,-68.8894546182774,-70.82272268963824
0,7.0015677657595266,4.149014693035647,4,Z1_1,5,-76.10510987816072,-73.54183213941029,-105.0,-77.4871658493107,-75.05855276931035,-71.42038336726424
0,7.034433965987775,4.535206878428531,4,Z1_1,6,-73.62159257628954,-72.48594154966788,-79.38727636863915,-73.70944164180489,-69.38866208926221,-70.37944550320611
0,7.142057981734413,4.100640775151796,4,Z1_1,6,-76.42818356613944,-70.49728051919834,-73.33865181438287,-79.8040445642032,-74.62839952695036,-80.25781479077631
0,6.826828826979509,4.059932951516764,4,Z1_1,4,-77.85612667931821,-69.46634529457312,-72.84814379803123,-77.94082442673526,-105.0,-105.0
0,6.809788068863089,3.631984711844222,1,Z0_1,6,-75.41240150343513,-71.23292633343038,-72.28118831914308,-73.93978057413085,-69.77111431401892,-75.9288543861272
0,6.660281985840368,4.118370934825613,4,Z1_1,6,-74.14315699252349,-72.23437003468855,-79.52041396164188,-85.55698666151055,-70.98698020727382,-67.50792431987439
0,6.389362598009376,4.152835457449219,4,Z1_1,5,-105.0,-72.10885450919517,-72.74200145684289,-71.3829387049373,-71.9960428148764,-77.80910691532605
0,6.765185480341645,4.309307259616209,4,Z1_1,6,-78.18375416959016,-73.50639777872213,-76.41311659158052,-75.32231218054727,-73.5258102998686,-72.497963390826
0,6.74726281779667,3.9339695027214074,1,Z0_1,5,-77.29208155693762,-68.9741152961984,-77.71614949959542,-74.78403151875071,-105.0,-73.67516816904617
0,6.644036550738886,4.1595223239612995,4,Z1_1,5,-79.50364117010274,-70.39819705850898,-105.0,-76.4600839655006,-71.51070431721186,-72.05200233753345
0,6.670240131946325,4.419552845312524,4,Z1_1,4,-76.49158680645193,-105.0,-71.309358280945,-105.0,-69.1267261314975,-73.36384747023978
0,6.902578660003394,4.335806504904005,4,Z1_1,4,-76.58067073428873,-66.01460060830851,-78.57158788491262,-105.0,-63.41759981341154,-105.0
0,7.194824771267829,4.463251226598128,4,Z1_1,5,-79.60665056005286,-73.31573409272652,-73.0275243010469,-74.87644603269736,-67.50699101761552,-105.0
0,6.716561306241776,4.534633240246368,4,Z1_1,5,-76.47870353987625,-73.0979128280354,-71.0269506424726,-105.0,-67.91249899038155,-73.45961212700557
0,6.527655005742966,4.789566035507068,4,Z1_1,5,-78.39219626581706,-77.63121487434815,-76.82840930179503,-76.90323289684467,-105.0,-77.69603261781236
0,6.493922489536116,4.4253657140663165,4,Z1_1,6,-75.00044370256514,-76.05387914024308,-75.06912709946212,-77.39726579555239,-62.66492700440806,-75.25573471509907
0,6.461543319107456,3.90616944914934,1,Z0_1,5,-105.0,-72.01932785811451,-76.12054646451742,-76.79525120107346,-75.01303287492722,-80.12220470480429
0,5.979860298001632,3.9897502387807737,1,Z0_1,4,-74.76120630056394,-105.0,-74.60539013626031,-74.66353344277023,-105.0,-73.4328082900364
0,5.708940470119531,4.139587682810447,4,Z1_1,6,-76.9378165144117,-71.24640109329316,-75.41678608349125,-76.04198691438961,-66.23447812411888,-82.89812551801946
0,6.170237059285557,4.115081617691377,4,Z1_1,5,-79.26915878332896,-70.04143727091758,-72.56052313457322,-78.92000420740136,-105.0,-73.82836800203539
0,6.398647966875144,3.958733822904508,1,Z0_1,5,-74.30772189826577,-70.50313407346714,-78.30346345117681,-76.71552085362819,-105.0,-82.15723816687537
0,6.286694379348091,4.353515194576779,4,Z1_1,6,-76.35073893808287,-68.94957791683643,-76.33298588270641,-75.1439004833256,-67.88010626850445,-72.78903819785974
0,6.296597861448811,4.7965990172118325,4,Z1_1,5,-71.51590904000612,-70.22685846250104,-105.0,-78.36984249018033,-66.59949082688505,-75.63871853970258
0,6.360560502398601,4.490853579632238,4,Z1_1,6,-72.98249075735694,-69.08907733198606,-73.58536841275253,-74.07831694519773,-66.86483961970833,-80.23879862408879
0,6.845623014493867,4.49205889769242,4,Z1_1,3,-76.7197818302998,-105.0,-73.96950346603096,-76.49625404061668,-105.0,-105.0
0,6.825331616014313,4.033816177953591,4,Z1_1,5,-77.4366742870344,-72.18314105903433,-78.43036969365279,-105.0,-68.57080480992684,-79.96619384573991
0,7.209792106489348,4.071744181390107,4,Z1_1,5,-73.63137466069813,-67.11140594775294,-74.53929106169404,-81.13951789805147,-70.97557171254675,-105.0
0,7.1695928484764275,4.446154620287943,4,Z1_1,5,-76.86330822603354,-105.0,-76.1080733806414,-72.82785303806583,-72.35413016975589,-79.93833829885823
0,7.325736668656785,4.683376543798771,4,Z1_1,4,-79.1586461260215,-105.0,-77.43996311255529,-78.20447318505475,-105.0,-67.52055999050145
0,7.362284115921068,4.651261911735525,4,Z1_1,6,-75.48566927783904,-74.11815271761445,-71.76035873578472,-78.37533833216189,-70.01294096934757,-70.27709461087214
0,7.614082173938038,4.507031998179584,4,Z1_1,5,-78.40916972268838,-71.65455963745627,-76.21557577114375,-75.19184414085015,-105.0,-73.94295479759548
0,7.424887548606847,3.961172854139881,1,Z0_1,4,-105.0,-105.0,-73.97817453266232,-77.82144366911406,-69.8922681978105,-70.92715193694495
0,6.90448826234581,3.8778691818602797,1,Z0_1,6,-78.65743434424358,-70.7747419626062,-74.27216135128884,-78.0790665342682,-67.11490734847547,-76.68752586010964
0,7.413315873060736,3.815648437330808,1,Z0_1,5,-71.41696207551826,-70.64049264766282,-77.32794942804665,-77.59880440447098,-74.1541795628491,-105.0
0,7.466257213773308,4.301991308539378,4,Z1_1,6,-83.5837286014581,-72.22655415889744,-76.66044720042946,-77.24341443996174,-71.4335512801173,-73.7537225750811
0,7.161089620370624,4.4185220620940955,4,Z1_1,5,-72.71247931136608,-105.0,-72.87325781191268,-80.5977456812073,-69.20487445463529,-70.81396465891257
0,7.194673746063926,4.475462624508818,4,Z1_1,6,-76.58308300274017,-82.38106302820908,-79.83678178938105,-75.80312637625146,-67.38077985959714,-76.99832286589182
0,7.356361185913787,4.83856533612816,4,Z1_1,5,-81.16298536224114,-72.74296936269396,-75.02739368571156,-81.2875315411065,-68.71799905968015,-105.0
0,7.25220242265166,5.2990332576684125,4,Z1_1,5,-79.5993120394568,-77.57371243347059,-74.3033449135609,-75.463735493469,-105.0,-71.8293977284293
0,6.962633662432208,5.268771281721368,4,Z1_1,5,-79.48479137121231,-70.49195818072762,-71.48133363600563,-105.0,-61.58637189623563,-73.46970909448441
0,6.5711863558486225,5.332162319494742,4,Z1_1,5,-77.66109424028286,-72.06920720103949,-74.41516845660114,-105.0,-62.14844883309837,-72.71536277038747
0,6.226403687714376,5.304777268940119,4,Z1_1,5,-78.28485383038083,-105.0,-75.75794417021892,-74.33020435518193,-62.89796247034011,-72.65360568573435
0,6.246681192539612,5.604741161200429,4,Z1_1,6,-76.11040509172652,-75.18795821812462,-77.06014021457533,-72.20548749750628,-64.00276033001151,-71.8717374115966
0,6.160760590682055,5.200974903510127,4,Z1_1,6,-75.4806772774484,-75.58756807858512,-75.43581949776788,-78.95284462667482,-65.26102025203144,-74.35457378581025
0,5.795392080245853,5.346379921655872,4,Z1_1,5,-78.2122628604109,-69.6526805010109,-79.22125215161343,-74.69563859554395,-67.09405887246433,-105.0
0,5.70410428157397,5.719058526266786,4,Z1_1,5,-73.16396976842053,-65.41593066680004,-105.0,-69.8303015791682,-60.882733579838835,-75.6520242770994
0,5.676434272565399,6.009449636301169,4,Z1_1,5,-77.36386066063221,-105.0,-77.46498655327156,-75.91596062746353,-55.714742440251065,-70.40149836769572
0,6.07840032990005,5.899715868846465,4,Z1_1,4,-75.56710057005031,-78.25242460127251,-105.0,-70.83444333897194,-105.0,-69.99713514718621
0,5.763603777080342,5.800853153903004,4,Z1_1,5,-75.9123176213035,-73.99124862239022,-79.98262049952194,-105.0,-61.46986043791235,-75.87336056107932
0,6.045018509462678,5.939023913240784,4,Z1_1,6,-78.16876296546627,-70.39516896730282,-77.40175572349905,-74.55804055197943,-59.84050569233729,-74.49369356255825
0,6.006593918174621,5.69092828256496,4,Z1_1,3,-74.30968023268375,-105.0,-105.0,-105.0,-63.257765968603465,-72.58881961525378
0,6.32026785341774,5.665467465588358,4,Z1_1,6,-82.21750568769943,-76.693626819223,-79.62415502423914,-67.88977274961215,-56.6195192500667,-75.35362245343285
0,6.594070407586715,5.680330175118641,4,Z1_1,4,-76.88631962497122,-72.57001968253847,-105.0,-73.14468223790651,-64.93240071450478,-105.0
0,6.74724829664682,5.431081252217297,4,Z1_1,6,-78.70673653131901,-71.10681099610534,-70.5409559570806,-70.17003106902914,-67.96389576411947,-76.21992568183755
0,6.679827050474369,5.709847545776026,4,Z1_1,5,-105.0,-67.05976081027097,-75.83017693683654,-73.17543121308924,-64.07190699014583,-73.94700230839685
0,6.812322618412532,5.355403929005591,4,Z1_1,4,-105.0,-71.98903232373515,-73.83835450733395,-78.88631420273573,-105.0,-71.18248870580489
0,6.583840564862999,5.714054483197737,4,Z1_1,5,-105.0,-76.2649807687968,-76.74457787950021,-73.96779513284694,-60.443663805299515,-68.92415588507703
0,6.192625627017303,5.533284797220244,4,Z1_1,6,-77.95973427037333,-78.12785341091744,-74.1391895877228,-70.55484349523648,-65.13203530703798,-73.52125207149226
0,6.202366968313081,5.962862598194667,4,Z1_1,4,-79.18937246078974,-74.46272258050996,-105.0,-77.45078323477787,-105.0,-72.25004011820162
0,6.204702499924537,6.25288765328278,4,Z1_1,5,-73.25605612264023,-73.76491334531812,-78.39858230601888,-71.27729056060956,-105.0,-80.13482748756012
0,6.221673154438818,5.858982262272287,4,Z1_1,5,-78.95532158356848,-80.50152312420731,-105.0,-72.47819410258853,-65.16428062556896,-76.1932381775471
0,6.297058661432186,6.183872003468595,4,Z1_1,5,-85.58014934513602,-77.72731158002803,-73.89249418717135,-83.37482585205478,-105.0,-77.47387376637896
0,6.1485531135194424,5.95291335979797,4,Z1_1,6,-80.0684455800015,-75.97349417448167,-77.56714879533638,-79.53934344133806,-58.84850835906758,-71.4042774620983
0,6.236207473927594,6.329922903217699,4,Z1_1,4,-76.979282330273,-69.41874935338937,-76.38713959709112,-72.92230642359107,-105.0,-105.0
0,6.162978935787387,6.7715159334456585,4,Z1_1,5,-78.88445090200295,-76.51083002929285,-105.0,-78.56880138041342,-51.319458483640894,-68.33249863566641
0,6.604610079894844,6.59819502312476,4,Z1_1,4,-76.18786063499182,-76.65151626878675,-105.0,-78.87345341683474,-105.0,-69.44879425500298
0,6.660217607277159,6.265921159819646,4,Z1_1,6,-77.66746082949453,-70.52611102206455,-73.67041410171699,-84.24317731121121,-59.830185615244545,-73.65301590560468
0,6.593026404909191,6.063660523236649,4,Z1_1,4,-105.0,-105.0,-82.80557730607886,-69.9933270749957,-58.174826952389964,-73.9295200628758
0,7.012493466072032,6.089251208247071,4,Z1_1,4,-105.0,-74.75820706004035,-75.29341809223482,-77.5041229161473,-55.26157372115032,-105.0
0,7.365295684774619,6.067528592425203,4,Z1_1,5,-79.6574359749592,-73.66868421724364,-72.28477174432588,-105.0,-66.53830230462667,-69.16154425343238
0,7.388990545929214,6.409183714102544,4,Z1_1,5,-80.62139374750095,-84.30080552017145,-80.63154485575642,-73.39766614769516,-105.0,-70.3122594062757
0,7.008333983800508,6.349861695615508,4,Z1_1,5,-79.89813963366024,-73.66060401112624,-77.45347090054939,-77.37393153634332,-56.338509939824,-105.0
0,7.0543045793020065,6.79871701986204,4,Z1_1,5,-79.19436094716103,-79.80785100989601,-81.69177281151954,-105.0,-64.97914625733128,-71.79867813041554
0,6.558590788010051,6.759649259602121,4,Z1_1,6,-73.75575510473593,-74.42350152408797,-76.26804385647482,-75.05439361366886,-53.25770390767728,-70.92659859988119
0,6.146336772743496,6.652479126915947,4,Z1_1,6,-79.4942724838352,-78.86442400096331,-77.21956778187234,-78.12495166337725,-50.241409026419255,-77.66239731317346
0,6.285617538010527,6.6481657679518555,4,Z1_1,4,-72.55432732223993,-75.1571245236621,-105.0,-73.28484138829305,-49.69052436544938,-105.0
0,6.01064993604747,6.974753214223564,4,Z1_1,6,-79.18842872212147,-77.35244268220067,-75.36987507226826,-70.80223114196457,-52.888505365460745,-80.76117079567892
0,5.914707160733283,6.69967550694365,4,Z1_1,5,-83.34645337532142,-78.42056662644075,-105.0,-75.01345315422819,-49.85757227999402,-73.84471809817707
0,6.108001335709739,6.627241255002829,4,Z1_1,5,-80.12285810431511,-76.604669949216,-105.0,-76.4920086646525,-54.563171551170996,-71.88175629856798
0,6.363979214817167,6.563759938605684,4,Z1_1,6,-82.02835491649937,-74.93232742052338,-75.72788155622999,-79.84150435024227,-53.522679304883965,-74.35711915639787
0,6.048551872797325,6.682722139134448,4,Z1_1,5,-78.83873032832278,-73.94998248977686,-80.40789417545872,-74.84659941040523,-105.0,-81.3367140746766
0,5.97559415338376,6.370519238933918,4,Z1_1,6,-76.66310955574076,-74.09790780550516,-77.34823102636227,-69.67314190922146,-57.78757130842652,-74.66307053888308
0,6.303825684040294,6.332139146363144,4,Z1_1,6,-77.41313834932195,-75.76444008216511,-77.86259384798318,-74.78032083282436,-58.0759102029976,-72.2776389679735
0,6.380011161444541,6.099689804014021,4,Z1_1,5,-77.56249921433292,-71.19625912194181,-84.46152780396434,-70.43781521764242,-57.65468521043505,-105.0
0,6.827393068616272,6.100517995009814,4,Z1_1,5,-79.16892232646755,-79.10494508489451,-75.50609466892249,-83.1952423471374,-58.97154618157481,-105.0
0,6.954681345491738,6.504147691927903,4,Z1_1,3,-105.0,-105.0,-82.05994841751945,-74.9144763144802,-64.9772947454474,-105.0
0,7.327078088329083,6.504347627569412,4,Z1_1,6,-78.47266288307297,-77.66148787379058,-77.32288903226855,-81.44985518153024,-61.92219257806288,-70.1664103497517
0,7.527011148050899,6.401806614791621,4,Z1_1,4,-81.02956449085336,-105.0,-78.68715049405712,-75.04303375656275,-65.3415103746695,-105.0
0,7.89485366780331,6.276900617723816,4,Z1_1,6,-78.41947846313866,-76.86902745454995,-69.18894612789553,-82.7129520696658,-65.14524480698638,-73.46194932495264
0,7.92083445348386,6.729392787036355,4,Z1_1,4,-105.0,-105.0,-83.7177665753539,-75.5678120379439,-65.67016994645121,-72.8203335298562
0,8.204564312648333,6.921687406443013,5,Z1_2,5,-105.0,-76.32105994589533,-79.77648704289783,-79.45575123101304,-66.33929955493379,-68.7130671692699
0,8.417730882893222,6.902731855289085,5,Z1_2,6,-82.94875681212648,-76.37003926471307,-77.96562071315931,-73.71460398025181,-65.92295154941398,-72.00621593523437
0,8.005836227634086,6.837094765934274,5,Z1_2,6,-81.81559732239204,-73.09197989706576,-75.08583882197459,-72.4728700333406,-58.878974841810866,-72.58433385193113
0,7.991407789782061,7.065422924095633,4,Z1_1,5,-77.73468749763079,-79.46525754491852,-105.0,-78.93499360343347,-65.37062477211028,-73.41227517585853
0,8.072327262967377,6.724966827944407,5,Z1_2,6,-87.40706015658692,-79.20946873504867,-74.71754436273129,-74.05893988681007,-62.717987001725845,-74.08150983029849
0,7.8871110774272575,7.042397016937033,4,Z1_1,5,-81.14573771152486,-77.07543860646437,-79.00154209772136,-78.76603342029166,-105.0,-68.52312200764224
0,8.333184508186704,6.847115463932209,5,Z1_2,4,-105.0,-75.75715572397162,-76.79687795237632,-77.52798262739202,-105.0,-66.39445922791069
0,8.397640349385103,6.409151221195458,5,Z1_2,6,-78.14477891003867,-73.40419607329258,-71.44701627614076,-80.77875864419585,-68.31625421474725,-66.13638829129144
0,8.195468242956709,6.3190820028241905,5,Z1_2,6,-81.69997507124049,-75.68698604097665,-73.50339051366585,-82.39000919040679,-70.88323714846425,-75.23973436241698
0,7.815534452181537,6.386293434333834,4,Z1_1,5,-78.22973274233661,-77.67825956280043,-77.0263680380518,-74.2443463687534,-105.0,-74.431904175908
0,7.88338684732154,6.699215617387628,4,Z1_1,6,-79.21903676671366,-73.50726573399635,-78.56321537886748,-79.28933928644601,-68.7520834646998,-73.09873215611881
0,8.375597482313896,6.653534619313762,5,Z1_2,6,-79.99520133351731,-82.35149717879253,-75.68308565131265,-81.29274763425875,-66.7686455929922,-72.98482123147281
0,8.492452195614645,6.39981856572259,5,Z1_2,6,-78.58457629827063,-84.78651371918093,-72.4743004228682,-87.4151818319896,-69.84320956887383,-64.97356689311871
0,8.3732126625704,6.691507058492321,5,Z1_2,6,-83.37305130851973,-73.78213496240032,-74.34021577632376,-83.25428765902213,-68.54823081368426,-70.88234455802848
0,8.293050778493555,6.91404521829077,5,Z1_2,6,-80.11375176935155,-80.33427348940816,-83.43123848777267,-79.12369617708163,-72.34437724739723,-70.77585935835867
0,8.664581041487706,6.811592326999469,5,Z1_2,6,-77.90442439713028,-80.33407813811641,-77.38875209207154,-80.21978597244734,-67.8946995594532,-69.05648681329721
0,8.62153520814151,6.541246730051469,5,Z1_2,6,-81.13968028316582,-77.2443446243481,-75.85312231267095,-73.33245093828386,-72.37339178797153,-65.14345356448429
0,8.946328926601176,6.462649069258334,5,Z1_2,5,-105.0,-75.847577841074,-78.15607574731027,-81.2443049004822,-73.56123423833485,-65.01985758681072
0,8.587174924659355,6.409566886445369,5,Z1_2,5,-105.0,-77.46945600881811,-77.99398831436001,-77.08857606562954,-67.56915088423789,-71.9077716763673
0,9.003054661495973,6.4085472748828645,5,Z1_2,5,-75.89810656572399,-105.0,-75.82254544318641,-80.87854847096926,-67.94264272616715,-64.57994332224885
0,9.05956999937695,5.798358443377696,5,Z1_2,6,-79.77204149143536,-77.04806341041272,-70.78287306760538,-80.52429745993543,-68.39138049588927,-68.07523297873674
0,9.125573748555984,6.340002931051237,5,Z1_2,6,-83.02211884006228,-80.55074327438153,-78.5439981719525,-77.06687517289912,-68.60308412929442,-65.25467305559171
0,8.780952291684217,6.3983137446170115,5,Z1_2,6,-81.95849776864138,-81.66475536508158,-77.66368560593857,-81.90988735665844,-73.33182517944154,-61.787498838095274
0,9.111351861899715,6.3640984555438065,5,Z1_2,6,-84.95390759149662,-82.36761171182528,-76.39190623752695,-78.85983233018038,-73.8987687544153,-65.69175950866853
0,9.127196666949688,6.116339178079854,5,Z1_2,5,-78.28228488885942,-105.0,-76.60172691595437,-80.96287550768513,-68.85694121426728,-65.3697677722375
0,9.296382262262613,6.270688463681309,5,Z1_2,6,-80.0652724235159,-81.6016439382436,-77.4972520356792,-76.93670474358413,-71.46415880622824,-66.43027780160787
0,9.387506066719508,5.940546325749461,5,Z1_2,6,-79.27468624832487,-76.88156311273184,-74.5585224656815,-79.07293954167433,-70.45788650814175,-62.96166343919879
0,9.335128788865385,5.6327752276619965,5,Z1_2,6,-77.34075950562686,-75.34929044624282,-67.21522011764458,-80.52102815182023,-70.27831099075071,-68.72924714151227
0,8.951911935881483,5.903173738389935,5,Z1_2,4,-79.1670216296771,-77.82648322584691,-77.04158853504269,-81.72844895031125,-105.0,-105.0
0,8.635165167191248,5.822228365480202,5,Z1_2,3,-105.0,-77.51133990131947,-76.62561220925264,-105.0,-105.0,-66.38186427569487
0,8.90008320495298,5.714470040719831,5,Z1_2,5,-81.10215268079733,-78.99847458435794,-73.67501014050299,-78.71765228810183,-68.58694937566618,-105.0
0,8.90181666786811,5.352289518314497,5,Z1_2,6,-81.42103800948344,-68.77601619694427,-72.40314256821269,-76.77503164685046,-73.30702303504577,-71.37291818982625
0,8.820477626633442,5.648336000122383,5,Z1_2,5,-80.62700103929548,-74.90569152101577,-72.81554358866381,-75.54918137534617,-105.0,-69.36700244288939
0,9.083836012767499,5.649725821055633,5,Z1_2,5,-80.29914071477636,-75.71919022968078,-105.0,-83.55573183743248,-70.31987553678901,-69.4446462515694
0,9.652422389409262,5.677454774176718,5,Z1_2,4,-105.0,-79.24720035022263,-77.98185515183275,-74.97887242988651,-105.0,-68.20460942229747
0,9.74668175149924,6.076684465370522,5,Z1_2,6,-82.96912144249833,-81.34645691892099,-77.03927076783633,-79.93760623093199,-68.404868950331,-66.33826082572767
0,9.771350066460315,6.535143104516906,5,Z1_2,5,-79.69602472260601,-84.30241826845383,-77.93294062715403,-79.34624541654924,-105.0,-60.17371022823578
0,9.834477539472472,6.2759824342436366,5,Z1_2,6,-80.89253208412845,-86.10802307047138,-78.95256562459973,-74.18939025790495,-73.64850279410459,-67.97488002462086
0,10.254226370664572,6.503725479099247,5,Z1_2,5,-78.79320523425235,-82.27327413225414,-105.0,-76.84875913453828,-69.29052225346216,-59.2285122013521
0,10.165224295688212,5.877457928531872,5,Z1_2,5,-82.66250292869094,-75.64868077639028,-75.75784891007562,-74.43213558249644,-105.0,-58.33429273742042
0,10.551857589053217,5.848629382719141,5,Z1_2,5,-80.44221570515505,-70.39957793503423,-74.93544567956957,-105.0,-70.00308767649294,-57.599860984383305
0,10.111646475235112,5.693378635389135,5,Z1_2,6,-80.4530891290093,-76.59436084642503,-75.41546121059568,-79.95438939334157,-64.66564581463746,-60.86693931212809
0,10.192820046234763,5.9463985958776275,5,Z1_2,5,-81.9396847153021,-105.0,-69.89382366140552,-78.00984572996781,-71.0330333857904,-59.84021813182401
0,10.349953627843,5.753398444377522,5,Z1_2,5,-84.45010379240343,-77.85726843577413,-105.0,-72.84626873755404,-68.98342484974654,-58.89685654341333
0,10.159244836755281,5.7179287140815545,5,Z1_2,5,-88.6028966818901,-75.05626404928884,-76.06894640444902,-80.12571578785267,-105.0,-63.9040293150728
0,10.621554299799435,5.713429193317253,5,Z1_2,6,-87.5415114536883,-74.9137217274354,-78.823775646405,-79.78966155205299,-76.64431060455732,-65.28349444079986
0,10.649671616363783,5.993673472657623,5,Z1_2,6,-84.3906644121281,-82.29024381805989,-73.51649778396879,-81.77471319594684,-81.01856824999464,-61.2138794151755
0,10.586463034082891,5.705297012312954,5,Z1_2,5,-88.608932601721,-82.57118810719668,-105.0,-76.03316457078022,-75.22597819257778,-61.62902027965756
0,10.689221141138274,5.953465459076829,5,Z1_2,4,-105.0,-105.0,-77.18080344056166,-83.7030705226411,-73.16718472513153,-56.85169153678367
0,10.651610722082316,6.257657278910016,5,Z1_2,6,-79.59570220831809,-75.16210806768277,-76.48362152097033,-81.89886122651662,-72.18402671415804,-59.586997102143734
0,10.175669415411702,6.126340507090022,5,Z1_2,3,-81.93961860314191,-80.61363937886517,-105.0,-82.54340296504839,-105.0,-105.0
0,10.179317490973126,5.573178550223719,5,Z1_2,6,-80.60584330630127,-74.13878869394841,-74.51642771664373,-74.8462991206933,-75.83471195825564,-63.10917599410405
0,10.179092466522711,5.304710157440883,5,Z1_2,5,-105.0,-73.82084317217591,-75.40338740206651,-77.06985112828953,-66.75966099951418,-65.41593246878489
0,10.300864985267825,5.046652525105581,5,Z1_2,5,-76.57060816135785,-105.0,-69.78084113540079,-81.43509201741996,-75.63852133462711,-60.85268723544172
0,10.706388992695768,4.875505209132535,5,Z1_2,6,-82.06764893239523,-70.92519026499276,-72.61195519010522,-86.34025393903607,-69.00595558910635,-64.24283203169766
